round,command,damage,player_hp,boss_hp,winner,note
3,defend,0,9,34,,cleared 1 poison
4,fight,0,9,34,,miss
5,fight,22,1,12,,hit+counter
6,poison,2,0,12,,1 turns left
6,end,0,0,12,Dragon,

1,fight,16,13,34,,hit+counter
2,fight,0,13,34,,miss
3,fight,0,13,34,,miss
4,fight,0,13,34,,miss
5,fight,14,2,20,,hit+counter
6,poison,2,0,20,,1 turns left
6,end,0,0,20,Dragon,

1,fight,0,20,50,,miss
2,fight,6,20,44,,hit
3,fight,13,11,31,,hit+counter
4,poison,2,9,31,,1 turns left
4,defend,0,9,31,,cleared 1 poison
5,fight,8,9,23,,hit
6,fight,0,9,23,,miss
7,fight,0,9,23,,miss
8,fight,0,9,23,,miss
9,fight,0,9,23,,miss
10,fight,0,9,23,,miss
11,fight,7,9,16,,hit
12,fight,6,9,10,,hit
13,fight,0,9,10,,miss
14,fight,0,9,10,,miss
15,fight,0,9,10,,miss
16,fight,20,9,0,,hit
17,end,0,9,0,player,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,0,20,50,,miss
4,fight,15,8,35,,hit+counter
5,poison,2,6,35,,1 turns left
5,defend,0,6,35,,cleared 1 poison
6,fight,0,6,35,,miss
7,fight,0,6,35,,miss
8,fight,25,0,10,,hit+counter
9,end,0,0,10,Dragon,

1,fight,24,9,26,,hit+counter
2,poison,2,7,26,,1 turns left
2,defend,0,7,26,,cleared 1 poison
3,fight,18,0,8,,hit+counter
4,end,0,0,8,Dragon,

1,fight,11,20,39,,hit
2,fight,9,20,30,,hit
3,fight,0,20,30,,miss
4,fight,6,20,24,,hit
5,fight,6,20,18,,hit
6,fight,0,20,18,,miss
7,fight,0,20,18,,miss
8,fight,6,20,12,,hit
9,fight,0,20,12,,miss
10,fight,0,20,12,,miss
11,fight,0,20,12,,miss
12,fight,7,20,5,,hit
13,fight,0,20,5,,miss
14,fight,17,20,0,,hit
15,end,0,20,0,player,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,25,13,25,,hit+counter
4,poison,2,11,25,,1 turns left
4,defend,0,11,25,,cleared 1 poison
5,fight,0,11,25,,miss
6,fight,22,1,3,,hit+counter
7,poison,2,0,3,,1 turns left
7,end,0,0,3,Dragon,

1,fight,0,20,50,,miss
2,fight,19,13,31,,hit+counter
3,fight,0,13,31,,miss
4,fight,0,13,31,,miss
5,fight,20,6,11,,hit+counter
6,fight,0,6,11,,miss
7,fight,20,6,0,,hit
8,end,0,6,0,player,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,0,20,50,,miss
4,fight,0,20,50,,miss
5,fight,0,20,50,,miss
6,fight,6,20,44,,hit
7,fight,25,8,19,,hit+counter
8,poison,2,6,19,,1 turns left
8,defend,0,6,19,,cleared 1 poison
9,fight,0,6,19,,miss
10,fight,16,0,3,,hit+counter
11,end,0,0,3,Dragon,

1,fight,17,12,33,,hit+counter
2,fight,0,12,33,,miss
3,fight,20,1,13,,hit+counter
4,poison,2,0,13,,1 turns left
4,end,0,0,13,Dragon,

1,fight,24,8,26,,hit+counter
2,poison,2,6,26,,1 turns left
2,defend,0,6,26,,cleared 1 poison
3,fight,0,6,26,,miss
4,fight,0,6,26,,miss
5,fight,21,0,5,,hit+counter
6,end,0,0,5,Dragon,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,0,20,50,,miss
4,fight,22,8,28,,hit+counter
5,fight,9,8,19,,hit
6,fight,21,8,0,,hit
7,end,0,8,0,player,

1,fight,6,20,44,,hit
2,fight,20,9,24,,hit+counter
3,poison,2,7,24,,1 turns left
3,defend,0,7,24,,cleared 1 poison
4,fight,19,0,5,,hit+counter
5,end,0,0,5,Dragon,

1,fight,0,20,50,,miss
2,fight,14,11,36,,hit+counter
3,fight,0,11,36,,miss
4,fight,0,11,36,,miss
5,fight,23,1,13,,hit+counter
6,poison,2,0,13,,1 turns left
6,end,0,0,13,Dragon,

1,fight,15,8,35,,hit+counter
2,poison,2,6,35,,1 turns left
2,defend,0,6,35,,cleared 1 poison
3,fight,0,6,35,,miss
4,fight,0,6,35,,miss
5,fight,18,0,17,,hit+counter
6,end,0,0,17,Dragon,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,24,8,26,,hit+counter
4,poison,2,6,26,,1 turns left
4,defend,0,6,26,,cleared 1 poison
5,fight,0,6,26,,miss
6,fight,13,0,13,,hit+counter
7,end,0,0,13,Dragon,

1,fight,11,20,39,,hit
2,fight,0,20,39,,miss
3,fight,0,20,39,,miss
4,fight,0,20,39,,miss
5,fight,14,8,25,,hit+counter
6,fight,7,8,18,,hit
7,fight,10,8,8,,hit
8,fight,0,8,8,,miss
9,fight,0,8,8,,miss
10,fight,0,8,8,,miss
11,fight,0,8,8,,miss
12,fight,0,8,8,,miss
13,fight,15,8,0,,hit
14,end,0,8,0,player,

1,fight,11,20,39,,hit
2,fight,9,20,30,,hit
3,fight,13,8,17,,hit+counter
4,poison,2,6,17,,1 turns left
4,defend,0,6,17,,cleared 1 poison
5,fight,14,0,3,,hit+counter
6,end,0,0,3,Dragon,

1,fight,0,20,50,,miss
2,fight,20,13,30,,hit+counter
3,fight,6,13,24,,hit
4,fight,0,13,24,,miss
5,fight,17,5,7,,hit+counter
6,poison,2,3,7,,1 turns left
6,defend,0,3,7,,cleared 1 poison
7,fight,20,3,0,,hit
8,end,0,3,0,player,

1,fight,25,12,25,,hit+counter
2,fight,0,12,25,,miss
3,fight,0,12,25,,miss
4,fight,0,12,25,,miss
5,fight,0,12,25,,miss
6,fight,19,2,6,,hit+counter
7,fight,22,2,0,,hit
8,end,0,2,0,player,

1,fight,0,20,50,,miss
2,fight,16,8,34,,hit+counter
3,poison,2,6,34,,1 turns left
3,defend,0,6,34,,cleared 1 poison
4,fight,10,6,24,,hit
5,fight,0,6,24,,miss
6,fight,0,6,24,,miss
7,fight,16,0,8,,hit+counter
8,end,0,0,8,Dragon,

1,fight,23,10,27,,hit+counter
2,poison,2,8,27,,1 turns left
2,defend,0,8,27,,cleared 1 poison
3,fight,7,8,20,,hit
4,fight,17,0,3,,hit+counter
5,end,0,0,3,Dragon,

1,fight,17,12,33,,hit+counter
2,poison,2,10,33,,1 turns left
2,defend,0,10,33,,cleared 1 poison
3,fight,0,10,33,,miss
4,fight,0,10,33,,miss
5,fight,19,0,14,,hit+counter
6,end,0,0,14,Dragon,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,17,12,33,,hit+counter
4,fight,8,12,25,,hit
5,fight,0,12,25,,miss
6,fight,0,12,25,,miss
7,fight,14,3,11,,hit+counter
8,poison,2,1,11,,1 turns left
8,defend,0,1,11,,cleared 1 poison
9,fight,14,1,0,,hit
10,end,0,1,0,player,

1,fight,24,8,26,,hit+counter
2,fight,17,0,9,,hit+counter
3,end,0,0,9,Dragon,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,18,11,32,,hit+counter
4,poison,2,9,32,,1 turns left
4,defend,0,9,32,,cleared 1 poison
5,fight,0,9,32,,miss
6,fight,17,0,15,,hit+counter
7,end,0,0,15,Dragon,

1,fight,25,13,25,,hit+counter
2,poison,2,11,25,,1 turns left
2,defend,0,11,25,,cleared 1 poison
3,fight,0,11,25,,miss
4,fight,19,4,6,,hit+counter
5,poison,2,2,6,,1 turns left
5,defend,0,2,6,,cleared 1 poison
6,fight,13,2,0,,hit
7,end,0,2,0,player,

1,fight,0,20,50,,miss
2,fight,8,20,42,,hit
3,fight,0,20,42,,miss
4,fight,17,8,25,,hit+counter
5,fight,17,1,8,,hit+counter
6,poison,2,0,8,,1 turns left
6,end,0,0,8,Dragon,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,14,13,36,,hit+counter
4,fight,15,2,21,,hit+counter
5,fight,10,2,11,,hit
6,fight,20,2,0,,hit
7,end,0,2,0,player,

1,fight,23,8,27,,hit+counter
2,fight,14,0,13,,hit+counter
3,end,0,0,13,Dragon,

1,fight,13,10,37,,hit+counter
2,fight,0,10,37,,miss
3,fight,0,10,37,,miss
4,fight,0,10,37,,miss
5,fight,0,10,37,,miss
6,fight,0,10,37,,miss
7,fight,0,10,37,,miss
8,fight,0,10,37,,miss
9,fight,10,10,27,,hit
10,fight,0,10,27,,miss
11,fight,0,10,27,,miss
12,fight,14,1,13,,hit+counter
13,poison,2,0,13,,1 turns left
13,end,0,0,13,Dragon,

1,fight,0,20,50,,miss
2,fight,20,11,30,,hit+counter
3,poison,2,9,30,,1 turns left
3,defend,0,9,30,,cleared 1 poison
4,fight,24,2,6,,hit+counter
5,fight,0,2,6,,miss
6,fight,0,2,6,,miss
7,fight,23,2,0,,hit
8,end,0,2,0,player,

1,fight,17,11,33,,hit+counter
2,poison,2,9,33,,1 turns left
2,defend,0,9,33,,cleared 1 poison
3,fight,0,9,33,,miss
4,fight,12,9,21,,hit
5,fight,0,9,21,,miss
6,fight,0,9,21,,miss
7,fight,0,9,21,,miss
8,fight,24,9,0,,hit
9,end,0,9,0,player,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,6,20,44,,hit
4,fight,24,12,20,,hit+counter
5,fight,0,12,20,,miss
6,fight,22,12,0,,hit
7,end,0,12,0,player,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,0,20,50,,miss
4,fight,0,20,50,,miss
5,fight,0,20,50,,miss
6,fight,13,8,37,,hit+counter
7,poison,2,6,37,,1 turns left
7,defend,0,6,37,,cleared 1 poison
8,fight,9,6,28,,hit
9,fight,17,0,11,,hit+counter
10,end,0,0,11,Dragon,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,0,20,50,,miss
4,fight,6,20,44,,hit
5,fight,0,20,44,,miss
6,fight,0,20,44,,miss
7,fight,0,20,44,,miss
8,fight,0,20,44,,miss
9,fight,0,20,44,,miss
10,fight,16,9,28,,hit+counter
11,fight,0,9,28,,miss
12,fight,15,1,13,,hit+counter
13,poison,2,0,13,,1 turns left
13,end,0,0,13,Dragon,

1,fight,25,13,25,,hit+counter
2,poison,2,11,25,,1 turns left
2,defend,0,11,25,,cleared 1 poison
3,fight,0,11,25,,miss
4,fight,17,1,8,,hit+counter
5,fight,0,1,8,,miss
6,fight,9,1,0,,hit
7,end,0,1,0,player,

1,fight,24,12,26,,hit+counter
2,fight,17,4,9,,hit+counter
3,poison,2,2,9,,1 turns left
3,defend,0,2,9,,cleared 1 poison
4,fight,25,2,0,,hit
5,end,0,2,0,player,

1,fight,0,20,50,,miss
2,fight,23,10,27,,hit+counter
3,fight,0,10,27,,miss
4,fight,0,10,27,,miss
5,fight,15,0,12,,hit+counter
6,end,0,0,12,Dragon,

1,fight,15,9,35,,hit+counter
2,poison,2,7,35,,1 turns left
2,defend,0,7,35,,cleared 1 poison
3,fight,16,0,19,,hit+counter
4,end,0,0,19,Dragon,

1,fight,0,20,50,,miss
2,fight,17,11,33,,hit+counter
3,fight,0,11,33,,miss
4,fight,0,11,33,,miss
5,fight,18,3,15,,hit+counter
6,poison,2,1,15,,1 turns left
6,defend,0,1,15,,cleared 1 poison
7,fight,20,1,0,,hit
8,end,0,1,0,player,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,24,10,26,,hit+counter
4,poison,2,8,26,,1 turns left
4,defend,0,8,26,,cleared 1 poison
5,fight,0,8,26,,miss
6,fight,8,8,18,,hit
7,fight,18,8,0,,hit
8,end,0,8,0,player,

1,fight,0,20,50,,miss
2,fight,9,20,41,,hit
3,fight,0,20,41,,miss
4,fight,13,10,28,,hit+counter
5,poison,2,8,28,,1 turns left
5,defend,0,8,28,,cleared 1 poison
6,fight,11,8,17,,hit
7,fight,0,8,17,,miss
8,fight,6,8,11,,hit
9,fight,0,8,11,,miss
10,fight,0,8,11,,miss
11,fight,13,8,0,,hit
12,end,0,8,0,player,

1,fight,0,20,50,,miss
2,fight,9,20,41,,hit
3,fight,20,12,21,,hit+counter
4,fight,25,12,0,,hit
5,end,0,12,0,player,

1,fight,0,20,50,,miss
2,fight,25,11,25,,hit+counter
3,fight,0,11,25,,miss
4,fight,0,11,25,,miss
5,fight,24,0,1,,hit+counter
6,end,0,0,1,Dragon,

1,fight,0,20,50,,miss
2,fight,10,20,40,,hit
3,fight,23,10,17,,hit+counter
4,poison,2,8,17,,1 turns left
4,defend,0,8,17,,cleared 1 poison
5,fight,0,8,17,,miss
6,fight,8,8,9,,hit
7,fight,13,8,0,,hit
8,end,0,8,0,player,

1,fight,16,9,34,,hit+counter
2,poison,2,7,34,,1 turns left
2,defend,0,7,34,,cleared 1 poison
3,fight,25,0,9,,hit+counter
4,end,0,0,9,Dragon,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,23,9,27,,hit+counter
4,poison,2,7,27,,1 turns left
4,defend,0,7,27,,cleared 1 poison
5,fight,0,7,27,,miss
6,fight,24,0,3,,hit+counter
7,end,0,0,3,Dragon,

1,fight,8,20,42,,hit
2,fight,19,13,23,,hit+counter
3,poison,2,11,23,,1 turns left
3,defend,0,11,23,,cleared 1 poison
4,fight,12,11,11,,hit
5,fight,0,11,11,,miss
6,fight,23,11,0,,hit
7,end,0,11,0,player,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,0,20,50,,miss
4,fight,0,20,50,,miss
5,fight,0,20,50,,miss
6,fight,0,20,50,,miss
7,fight,16,12,34,,hit+counter
8,fight,17,4,17,,hit+counter
9,poison,2,2,17,,1 turns left
9,defend,0,2,17,,cleared 1 poison
10,fight,0,2,17,,miss
11,fight,0,2,17,,miss
12,fight,16,0,1,,hit+counter
13,end,0,0,1,Dragon,

1,fight,0,20,50,,miss
2,fight,13,13,37,,hit+counter
3,poison,2,11,37,,1 turns left
3,defend,0,11,37,,cleared 1 poison
4,fight,19,3,18,,hit+counter
5,poison,2,1,18,,1 turns left
5,defend,0,1,18,,cleared 1 poison
6,fight,22,1,0,,hit
7,end,0,1,0,player,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,23,11,27,,hit+counter
4,fight,13,3,14,,hit+counter
5,fight,0,3,14,,miss
6,fight,0,3,14,,miss
7,fight,0,3,14,,miss
8,fight,24,3,0,,hit
9,end,0,3,0,player,

1,fight,0,20,50,,miss
2,fight,13,11,37,,hit+counter
3,poison,2,9,37,,1 turns left
3,defend,0,9,37,,cleared 1 poison
4,fight,11,9,26,,hit
5,fight,0,9,26,,miss
6,fight,0,9,26,,miss
7,fight,9,9,17,,hit
8,fight,20,9,0,,hit
9,end,0,9,0,player,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,0,20,50,,miss
4,fight,0,20,50,,miss
5,fight,20,11,30,,hit+counter
6,poison,2,9,30,,1 turns left
6,defend,0,9,30,,cleared 1 poison
7,fight,13,1,17,,hit+counter
8,poison,2,0,17,,1 turns left
8,end,0,0,17,Dragon,

1,fight,0,20,50,,miss
2,fight,6,20,44,,hit
3,fight,0,20,44,,miss
4,fight,0,20,44,,miss
5,fight,0,20,44,,miss
6,fight,19,9,25,,hit+counter
7,fight,0,9,25,,miss
8,fight,0,9,25,,miss
9,fight,12,9,13,,hit
10,fight,0,9,13,,miss
11,fight,0,9,13,,miss
12,fight,0,9,13,,miss
13,fight,0,9,13,,miss
14,fight,22,9,0,,hit
15,end,0,9,0,player,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,0,20,50,,miss
4,fight,21,8,29,,hit+counter
5,poison,2,6,29,,1 turns left
5,defend,0,6,29,,cleared 1 poison
6,fight,0,6,29,,miss
7,fight,0,6,29,,miss
8,fight,0,6,29,,miss
9,fight,0,6,29,,miss
10,fight,0,6,29,,miss
11,fight,0,6,29,,miss
12,fight,0,6,29,,miss
13,fight,16,0,13,,hit+counter
14,end,0,0,13,Dragon,

1,fight,0,20,50,,miss
2,fight,16,13,34,,hit+counter
3,poison,2,11,34,,1 turns left
3,defend,0,11,34,,cleared 1 poison
4,fight,0,11,34,,miss
5,fight,6,11,28,,hit
6,fight,0,11,28,,miss
7,fight,0,11,28,,miss
8,fight,0,11,28,,miss
9,fight,8,11,20,,hit
10,fight,16,1,4,,hit+counter
11,fight,7,1,0,,hit
12,end,0,1,0,player,

1,fight,0,20,50,,miss
2,fight,7,20,43,,hit
3,fight,0,20,43,,miss
4,fight,7,20,36,,hit
5,fight,0,20,36,,miss
6,fight,0,20,36,,miss
7,fight,0,20,36,,miss
8,fight,20,8,16,,hit+counter
9,poison,2,6,16,,1 turns left
9,defend,0,6,16,,cleared 1 poison
10,fight,13,0,3,,hit+counter
11,end,0,0,3,Dragon,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,0,20,50,,miss
4,fight,0,20,50,,miss
5,fight,0,20,50,,miss
6,fight,25,11,25,,hit+counter
7,poison,2,9,25,,1 turns left
7,defend,0,9,25,,cleared 1 poison
8,fight,12,9,13,,hit
9,fight,13,9,0,,hit
10,end,0,9,0,player,

1,fight,8,20,42,,hit
2,fight,0,20,42,,miss
3,fight,0,20,42,,miss
4,fight,0,20,42,,miss
5,fight,16,9,26,,hit+counter
6,fight,0,9,26,,miss
7,fight,0,9,26,,miss
8,fight,0,9,26,,miss
9,fight,0,9,26,,miss
10,fight,0,9,26,,miss
11,fight,0,9,26,,miss
12,fight,15,0,11,,hit+counter
13,end,0,0,11,Dragon,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,0,20,50,,miss
4,fight,0,20,50,,miss
5,fight,12,20,38,,hit
6,fight,0,20,38,,miss
7,fight,0,20,38,,miss
8,fight,0,20,38,,miss
9,fight,0,20,38,,miss
10,fight,22,10,16,,hit+counter
11,fight,0,10,16,,miss
12,fight,0,10,16,,miss
13,fight,0,10,16,,miss
14,fight,0,10,16,,miss
15,fight,24,10,0,,hit
16,end,0,10,0,player,

1,fight,0,20,50,,miss
2,fight,25,9,25,,hit+counter
3,poison,2,7,25,,1 turns left
3,defend,0,7,25,,cleared 1 poison
4,fight,0,7,25,,miss
5,fight,0,7,25,,miss
6,fight,0,7,25,,miss
7,fight,0,7,25,,miss
8,fight,12,7,13,,hit
9,fight,0,7,13,,miss
10,fight,0,7,13,,miss
11,fight,0,7,13,,miss
12,fight,0,7,13,,miss
13,fight,17,7,0,,hit
14,end,0,7,0,player,

1,fight,22,9,28,,hit+counter
2,poison,2,7,28,,1 turns left
2,defend,0,7,28,,cleared 1 poison
3,fight,0,7,28,,miss
4,fight,0,7,28,,miss
5,fight,24,0,4,,hit+counter
6,end,0,0,4,Dragon,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,0,20,50,,miss
4,fight,0,20,50,,miss
5,fight,21,11,29,,hit+counter
6,poison,2,9,29,,1 turns left
6,defend,0,9,29,,cleared 1 poison
7,fight,21,0,8,,hit+counter
8,end,0,0,8,Dragon,

1,fight,14,9,36,,hit+counter
2,fight,0,9,36,,miss
3,fight,0,9,36,,miss
4,fight,23,0,13,,hit+counter
5,end,0,0,13,Dragon,

1,fight,0,20,50,,miss
2,fight,23,9,27,,hit+counter
3,fight,25,0,2,,hit+counter
4,end,0,0,2,Dragon,

1,fight,0,20,50,,miss
2,fight,23,8,27,,hit+counter
3,poison,2,6,27,,1 turns left
3,defend,0,6,27,,cleared 1 poison
4,fight,0,6,27,,miss
5,fight,18,0,9,,hit+counter
6,end,0,0,9,Dragon,

1,fight,19,8,31,,hit+counter
2,poison,2,6,31,,1 turns left
2,defend,0,6,31,,cleared 1 poison
3,fight,0,6,31,,miss
4,fight,0,6,31,,miss
5,fight,23,0,8,,hit+counter
6,end,0,0,8,Dragon,

1,fight,14,11,36,,hit+counter
2,fight,24,2,12,,hit+counter
3,poison,2,0,12,,1 turns left
3,end,0,0,12,Dragon,

1,fight,0,20,50,,miss
2,fight,12,20,38,,hit
3,fight,13,12,25,,hit+counter
4,poison,2,10,25,,1 turns left
4,defend,0,10,25,,cleared 1 poison
5,fight,0,10,25,,miss
6,fight,0,10,25,,miss
7,fight,23,0,2,,hit+counter
8,end,0,0,2,Dragon,

1,fight,14,8,36,,hit+counter
2,poison,2,6,36,,1 turns left
2,defend,0,6,36,,cleared 1 poison
3,fight,0,6,36,,miss
4,fight,0,6,36,,miss
5,fight,19,0,17,,hit+counter
6,end,0,0,17,Dragon,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,0,20,50,,miss
4,fight,0,20,50,,miss
5,fight,0,20,50,,miss
6,fight,0,20,50,,miss
7,fight,16,12,34,,hit+counter
8,fight,17,3,17,,hit+counter
9,fight,0,3,17,,miss
10,fight,25,3,0,,hit
11,end,0,3,0,player,

1,fight,18,12,32,,hit+counter
2,fight,0,12,32,,miss
3,fight,0,12,32,,miss
4,fight,24,4,8,,hit+counter
5,poison,2,2,8,,1 turns left
5,defend,0,2,8,,cleared 1 poison
6,fight,20,2,0,,hit
7,end,0,2,0,player,

1,fight,9,20,41,,hit
2,fight,18,9,23,,hit+counter
3,fight,10,9,13,,hit
4,fight,12,9,1,,hit
5,fight,17,9,0,,hit
6,end,0,9,0,player,

1,fight,23,12,27,,hit+counter
2,fight,11,12,16,,hit
3,fight,17,12,0,,hit
4,end,0,12,0,player,

1,fight,7,20,43,,hit
2,fight,0,20,43,,miss
3,fight,24,8,19,,hit+counter
4,fight,10,8,9,,hit
5,fight,11,8,0,,hit
6,end,0,8,0,player,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,0,20,50,,miss
4,fight,0,20,50,,miss
5,fight,25,12,25,,hit+counter
6,poison,2,10,25,,1 turns left
6,defend,0,10,25,,cleared 1 poison
7,fight,0,10,25,,miss
8,fight,0,10,25,,miss
9,fight,20,1,5,,hit+counter
10,poison,2,0,5,,1 turns left
10,end,0,0,5,Dragon,

1,fight,6,20,44,,hit
2,fight,21,12,23,,hit+counter
3,poison,2,10,23,,1 turns left
3,defend,0,10,23,,cleared 1 poison
4,fight,6,10,17,,hit
5,fight,0,10,17,,miss
6,fight,0,10,17,,miss
7,fight,0,10,17,,miss
8,fight,24,10,0,,hit
9,end,0,10,0,player,

1,fight,23,10,27,,hit+counter
2,fight,0,10,27,,miss
3,fight,0,10,27,,miss
4,fight,14,0,13,,hit+counter
5,end,0,0,13,Dragon,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,18,10,32,,hit+counter
4,fight,0,10,32,,miss
5,fight,0,10,32,,miss
6,fight,9,10,23,,hit
7,fight,19,1,4,,hit+counter
8,fight,6,1,0,,hit
9,end,0,1,0,player,

1,fight,17,13,33,,hit+counter
2,fight,16,5,17,,hit+counter
3,poison,2,3,17,,1 turns left
3,defend,0,3,17,,cleared 1 poison
4,fight,0,3,17,,miss
5,fight,0,3,17,,miss
6,fight,19,3,0,,hit
7,end,0,3,0,player,

1,fight,6,20,44,,hit
2,fight,20,12,24,,hit+counter
3,poison,2,10,24,,1 turns left
3,defend,0,10,24,,cleared 1 poison
4,fight,7,10,17,,hit
5,fight,0,10,17,,miss
6,fight,11,10,6,,hit
7,fight,19,10,0,,hit
8,end,0,10,0,player,

1,fight,0,20,50,,miss
2,fight,10,20,40,,hit
3,fight,8,20,32,,hit
4,fight,0,20,32,,miss
5,fight,0,20,32,,miss
6,fight,0,20,32,,miss
7,fight,0,20,32,,miss
8,fight,0,20,32,,miss
9,fight,0,20,32,,miss
10,fight,0,20,32,,miss
11,fight,15,12,17,,hit+counter
12,poison,2,10,17,,1 turns left
12,defend,0,10,17,,cleared 1 poison
13,fight,0,10,17,,miss
14,fight,0,10,17,,miss
15,fight,0,10,17,,miss
16,fight,23,10,0,,hit
17,end,0,10,0,player,

1,fight,0,20,50,,miss
2,fight,9,20,41,,hit
3,fight,10,20,31,,hit
4,fight,19,8,12,,hit+counter
5,poison,2,6,12,,1 turns left
5,defend,0,6,12,,cleared 1 poison
6,fight,8,6,4,,hit
7,fight,12,6,0,,hit
8,end,0,6,0,player,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,0,20,50,,miss
4,fight,25,13,25,,hit+counter
5,fight,22,4,3,,hit+counter
6,fight,0,4,3,,miss
7,fight,0,4,3,,miss
8,fight,10,4,0,,hit
9,end,0,4,0,player,

1,fight,12,20,38,,hit
2,fight,0,20,38,,miss
3,fight,0,20,38,,miss
4,fight,0,20,38,,miss
5,fight,0,20,38,,miss
6,fight,6,20,32,,hit
7,fight,9,20,23,,hit
8,fight,14,8,9,,hit+counter
9,fight,16,8,0,,hit
10,end,0,8,0,player,

1,fight,17,9,33,,hit+counter
2,poison,2,7,33,,1 turns left
2,defend,0,7,33,,cleared 1 poison
3,fight,10,7,23,,hit
4,fight,0,7,23,,miss
5,fight,0,7,23,,miss
6,fight,12,7,11,,hit
7,fight,13,7,0,,hit
8,end,0,7,0,player,

1,fight,23,12,27,,hit+counter
2,poison,2,10,27,,1 turns left
2,defend,0,10,27,,cleared 1 poison
3,fight,0,10,27,,miss
4,fight,0,10,27,,miss
5,fight,0,10,27,,miss
6,fight,16,0,11,,hit+counter
7,end,0,0,11,Dragon,

1,fight,0,20,50,,miss
2,fight,13,10,37,,hit+counter
3,poison,2,8,37,,1 turns left
3,defend,0,8,37,,cleared 1 poison
4,fight,0,8,37,,miss
5,fight,23,0,14,,hit+counter
6,end,0,0,14,Dragon,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,7,20,43,,hit
4,fight,0,20,43,,miss
5,fight,0,20,43,,miss
6,fight,0,20,43,,miss
7,fight,18,11,25,,hit+counter
8,poison,2,9,25,,1 turns left
8,defend,0,9,25,,cleared 1 poison
9,fight,8,9,17,,hit
10,fight,11,9,6,,hit
11,fight,0,9,6,,miss
12,fight,0,9,6,,miss
13,fight,13,9,0,,hit
14,end,0,9,0,player,

1,fight,0,20,50,,miss
2,fight,0,20,50,,miss
3,fight,0,20,50,,miss
4,fight,11,20,39,,hit
5,fight,18,10,21,,hit+counter
6,poison,2,8,21,,1 turns left
6,defend,0,8,21,,cleared 1 poison
7,fight,24,8,0,,hit
8,end,0,8,0,player,

1,fight,0,20,50,,miss
2,fight,7,20,43,,hit
3,fight,11,20,32,,hit
4,fight,0,20,32,,miss
5,fight,11,20,21,,hit
6,fight,0,20,21,,miss
7,fight,6,20,15,,hit
8,fight,0,20,15,,miss
9,fight,14,8,1,,hit+counter
10,poison,2,6,1,,1 turns left
10,defend,0,6,1,,cleared 1 poison
11,fight,0,6,1,,miss
12,fight,15,6,0,,hit
13,end,0,6,0,player,

1,fight,10,20,40,,hit
2,fight,0,20,40,,miss
3,fight,22,12,18,,hit+counter
4,poison,2,10,18,,1 turns left
4,defend,0,10,18,,cleared 1 poison
5,fight,23,10,0,,hit
6,end,0,10,0,player,

1,fight,0,20,50,,miss
2,fight,12,20,38,,hit
3,fight,0,20,38,,miss
4,fight,0,20,38,,miss
5,fight,0,20,38,,miss
6,fight,0,20,38,,miss
7,fight,17,11,21,,hit+counter
8,poison,2,9,21,,1 turns left
8,defend,0,9,21,,cleared 1 poison
9,fight,23,9,0,,hit
10,end,0,9,0,player,

1,fight,19,13,31,,hit+counter
2,poison,2,11,31,,1 turns left
2,defend,0,11,31,,cleared 1 poison
3,fight,0,11,31,,miss
4,fight,15,2,16,,hit+counter
5,poison,2,0,16,,1 turns left
5,end,0,0,16,Dragon,

1,fight,21,10,29,,hit+counter
2,fight,0,10,29,,miss
3,fight,0,10,29,,miss
4,fight,22,1,7,,hit+counter
5,fight,0,1,7,,miss
6,fight,6,1,1,,hit
7,fight,22,1,0,,hit
8,end,0,1,0,player,

